N° de compte,Nomenclature du compte,La classe,La rubrique
0131,Réouverture des comptes de stocks,Comptes spéciaux,Bilan d'ouverture
01311,Réouverture des comptes de marchandises,Comptes spéciaux,Bilan d'ouverture
01312,Réouverture des comptes de matières et fournitures consommables,Comptes spéciaux,Bilan d'ouverture
01313,Réouverture des comptes de produits en cours,Comptes spéciaux,Bilan d'ouverture
01314,Réouverture des comptes de produits intérmédiaires et produits résiduels,Comptes spéciaux,Bilan d'ouverture
01315,Réouverture des comptes de produits finis,Comptes spéciaux,Bilan d'ouverture
0134,Réouverture des comptes de créances,Comptes spéciaux,Bilan d'ouverture
01341,"Réouverture des comptes de fournisseurs débiteurs, avances et acomptes",Comptes spéciaux,Bilan d'ouverture
01342,Réouverture des comptes de clients et comptes rattachés,Comptes spéciaux,Bilan d'ouverture
01343,Réouverture des comptes de personnel débiteur,Comptes spéciaux,Bilan d'ouverture
01345,Réouverture des comptes d'Etat débiteur,Comptes spéciaux,Bilan d'ouverture
01346,Réouverture des comptes d'associés débiteurs,Comptes spéciaux,Bilan d'ouverture
01348,Réouverture des comptes des autres débiteurs,Comptes spéciaux,Bilan d'ouverture
01349,Réouverture des comptes de régularisation - actif,Comptes spéciaux,Bilan d'ouverture
0135,"Réouverture des comptes, titres et valeurs de placement",Comptes spéciaux,Bilan d'ouverture
0137,Réouverture des comptes des écarts de conversion - actif (éléments circulants),Comptes spéciaux,Bilan d'ouverture
0139,Réouverture des comptes de provisions pour dépréciation des comptes de l'actif circulant,Comptes spéciaux,Bilan d'ouverture
014,Réouverture des comptes de passif circulant (hors trésorerie),Comptes spéciaux,Bilan d'ouverture
0144,Réouverture des comptes de dettes du passif circulant,Comptes spéciaux,Bilan d'ouverture
01441,Réouverture des comptes de fournisseurs et comptes rattachés,Comptes spéciaux,Bilan d'ouverture
01442,"Réouverture des comptes de clients créditeurs, avances èet acomptes",Comptes spéciaux,Bilan d'ouverture
01443,Réouverture des comptes du personnel - créditeur,Comptes spéciaux,Bilan d'ouverture
01444,Réouverture des comptes des organismes sociaux créditeurs,Comptes spéciaux,Bilan d'ouverture
01445,Réouverture des comptes des comptes Etat - créditeur,Comptes spéciaux,Bilan d'ouverture
01446,Réouverture des comptes d'associés créditeur,Comptes spéciaux,Bilan d'ouverture
01448,Réouverture des comptes des autres créanciers,Comptes spéciaux,Bilan d'ouverture
01449,Réouverture des comptes de régularisation - passif,Comptes spéciaux,Bilan d'ouverture
0145,Réouverture des comptes des autres provisions pour risques et charges,Comptes spéciaux,Bilan d'ouverture
0147,Réouverture des comptes des écarts de conversion - passif (éléments circulants),Comptes spéciaux,Bilan d'ouverture
015,Réouverture des comptes de trésorerie,Comptes spéciaux,Bilan d'ouverture
0151,Réouverture des comptes de trésorerie - actif,Comptes spéciaux,Bilan d'ouverture
01511,Réouverture des comptes de chèques et valeurs à encaisser,Comptes spéciaux,Bilan d'ouverture
01514,"Réouverture des comptes de banques, TG et CP (soldes débiteurs)",Comptes spéciaux,Bilan d'ouverture
01516,"Réouverture des comptes de caisses, régies d'avances et accréditifs",Comptes spéciaux,Bilan d'ouverture
0155,Réouverture des comptes de trésorerie - passif,Comptes spéciaux,Bilan d'ouverture
01552,Réouverture des crédits d'escompte,Comptes spéciaux,Bilan d'ouverture
01553,Réouverture des comptes de crédits de trésorerie,Comptes spéciaux,Bilan d'ouverture
01554,Réouverture des comptes de banques (soldes créditeurs),Comptes spéciaux,Bilan d'ouverture
0159,Réouverture des comptes de provisions pour dépréciation des comptes de trésorerie,Comptes spéciaux,Bilan d'ouverture
02,Cloture du bilan,Comptes spéciaux,Cloture du bilan
021,Cloture des comptes de financement personnel,Comptes spéciaux,Cloture du bilan
0211,Cloture des comptes de capitaux propres,Comptes spéciaux,Cloture du bilan
02111,Cloture des comptes de capital social ou permanent,Comptes spéciaux,Cloture du bilan
02112,"Cloture des comptes des primes d'émission, de fusion, d'apport",Comptes spéciaux,Cloture du bilan
02113,Cloture des comptes des écarts de réévaluation,Comptes spéciaux,Cloture du bilan
02114,Cloture des comptes de résérve légale,Comptes spéciaux,Cloture du bilan
02115,Cloture des comptes des autres réserves,Comptes spéciaux,Cloture du bilan
02116,Cloture des comptes du report à nouveau,Comptes spéciaux,Cloture du bilan
02118,Cloture des comptes des résultats nets en instance d'affectation,Comptes spéciaux,Cloture du bilan
02119,Cloture des comptes du résultat net de l'exercice,Comptes spéciaux,Cloture du bilan
0213,Cloture des comptes de capitaux propres assimilés,Comptes spéciaux,Cloture du bilan
02131,Cloture des comptes de subventions d'investissement,Comptes spéciaux,Cloture du bilan
02135,Cloture des comptes de provisions réglementées,Comptes spéciaux,Cloture du bilan
0214,Cloture des comptes des dettes de financement,Comptes spéciaux,Cloture du bilan
02141,Cloture des comptes d'emprunts obligataires,Comptes spéciaux,Cloture du bilan
02148,Cloture des comptes des autres dettes de financeemnt,Comptes spéciaux,Cloture du bilan
0215,Cloture des comptes de provisions durables pour risques et charges,Comptes spéciaux,Cloture du bilan
02151,Cloture des comptes de provisions pour risques,Comptes spéciaux,Cloture du bilan
02155,Cloture des comptes de provisions pour charges,Comptes spéciaux,Cloture du bilan
0216,Cloture des comptes de liaison des établissements et succursales,Comptes spéciaux,Cloture du bilan
0217,Cloture des comptes d'écarts de convesion passif,Comptes spéciaux,Cloture du bilan
02171,Cloture des comptes d'écarts sur créances immobilisées,Comptes spéciaux,Cloture du bilan
02172,Cloture des comptes d'écarts sur dettes de financement,Comptes spéciaux,Cloture du bilan
022,Cloture des comptes d'actif immobilisé,Comptes spéciaux,Cloture du bilan
0221,Cloture des comptes d'immobilisations en non-valeurs,Comptes spéciaux,Cloture du bilan
02211,Cloture des comptes de frais préléminaires,Comptes spéciaux,Cloture du bilan
02212,Cloture des comptes de charges à répartir sur plusieurs exercices ,Comptes spéciaux,Cloture du bilan
02213,Cloture des comptes de primes de remboursement des obligations,Comptes spéciaux,Cloture du bilan
0222,Cloture des comptes des immobilisations incorporelles,Comptes spéciaux,Cloture du bilan
02221,Cloture des comptes de d'immobilisations en recherche et développement,Comptes spéciaux,Cloture du bilan
02222,"Cloture des comptes de brevets, marques, droits et valeurs similaires",Comptes spéciaux,Cloture du bilan
02223,Cloture des comptes de fonds commercial,Comptes spéciaux,Cloture du bilan
02228,Cloture des comptes des autres immobilisations incorporelles,Comptes spéciaux,Cloture du bilan
0223,Cloture des comptes des immobilisations corporelles,Comptes spéciaux,Cloture du bilan
02231,Cloture des comptes de terrains,Comptes spéciaux,Cloture du bilan
02232,Cloture des comptes de constructions,Comptes spéciaux,Cloture du bilan
02233,"Cloture des comptes des installations techniques, matériel et outillage",Comptes spéciaux,Cloture du bilan
02234,Cloture des comptes de matériel de transport,Comptes spéciaux,Cloture du bilan
02235,"Cloture des comptes de mobilier, matériel du bureau et aménagements",Comptes spéciaux,Cloture du bilan
02238,Cloture des comptes des autres immobilisations corporelles,Comptes spéciaux,Cloture du bilan
02239,Cloture des comptes des immobilisations corporelles en cours,Comptes spéciaux,Cloture du bilan
0224 - 0225,Cloture des comptes des immobilisations financières,Comptes spéciaux,Cloture du bilan
02241,Cloture des comptes de prets immobilisés,Comptes spéciaux,Cloture du bilan
02248,Cloture des comptes des autres créances financières,Comptes spéciaux,Cloture du bilan
02251,Cloture des comptes de titres de participation,Comptes spéciaux,Cloture du bilan
02258,Cloture des comptes des autres titres immobilisés,Comptes spéciaux,Cloture du bilan
0227,Cloture des comptes des écarts de conversion - actif,Comptes spéciaux,Cloture du bilan
02271,Cloture des comptes des écarts sur créances immobilisées,Comptes spéciaux,Cloture du bilan
02272,Cloture des comptes des écarts sur dettes de financement,Comptes spéciaux,Cloture du bilan
0228,Cloture des comptes des amortissements des immobilisations,Comptes spéciaux,Cloture du bilan
0229,Cloture des comptes de provisions pour dépréciation des comptes de l'actif immobilisé,Comptes spéciaux,Cloture du bilan
023,Cloture des comptes d'actif circulant (hors trésorerie),Comptes spéciaux,Cloture du bilan
0231,Cloture des comptes de stocks,Comptes spéciaux,Cloture du bilan
02311,Cloture des comptes de marchandises,Comptes spéciaux,Cloture du bilan
02312,Cloture des comptes de matières et fournitures consommables,Comptes spéciaux,Cloture du bilan
02313,Cloture des comptes de produits en cours,Comptes spéciaux,Cloture du bilan
02314,Cloture des comptes de produits intérmédiaires et produits résiduels,Comptes spéciaux,Cloture du bilan
02315,Cloture des comptes de produits finis,Comptes spéciaux,Cloture du bilan
0234,Cloture des comptes de créances,Comptes spéciaux,Cloture du bilan
02341,"Cloture des comptes de fournisseurs débiteurs, avances et acomptes",Comptes spéciaux,Cloture du bilan
02342,Cloture des comptes de clients et comptes rattachés,Comptes spéciaux,Cloture du bilan
02343,Cloture des comptes de personnel débiteur,Comptes spéciaux,Cloture du bilan
02345,Cloture des comptes d'Etat débiteur,Comptes spéciaux,Cloture du bilan
02346,Cloture des comptes d'associés débiteurs,Comptes spéciaux,Cloture du bilan
02348,Cloture des comptes des autres débiteurs,Comptes spéciaux,Cloture du bilan
02349,Cloture des comptes de régularisation - actif,Comptes spéciaux,Cloture du bilan
0235,"Cloture des comptes, titres et valeurs de placement",Comptes spéciaux,Cloture du bilan
0237,Cloture des comptes des écarts de conversion - actif (éléments circulants),Comptes spéciaux,Cloture du bilan
0239,Cloture des comptes de provisions pour dépréciation des comptes de l'actif circulant,Comptes spéciaux,Cloture du bilan
024,Cloture des comptes de passif circulant (hors trésorerie),Comptes spéciaux,Cloture du bilan
0244,Cloture des comptes de dettes du passif circulant,Comptes spéciaux,Cloture du bilan
02441,Cloture des comptes de fournisseurs et comptes rattachés,Comptes spéciaux,Cloture du bilan
02442,"Cloture des comptes de clients créditeurs, avances èet acomptes",Comptes spéciaux,Cloture du bilan
02443,Cloture des comptes du personnel - créditeur,Comptes spéciaux,Cloture du bilan
02444,Cloture des comptes des organismes sociaux créditeurs,Comptes spéciaux,Cloture du bilan
02445,Cloture des comptes des comptes Etat - créditeur,Comptes spéciaux,Cloture du bilan
02446,Cloture des comptes d'associés créditeurs,Comptes spéciaux,Cloture du bilan
02448,Cloture des comptes des autres créanciers,Comptes spéciaux,Cloture du bilan
02449,Cloture des comptes de régularisation - passif,Comptes spéciaux,Cloture du bilan
0245,Cloture des comptes des autres provisions pour risques et charges,Comptes spéciaux,Cloture du bilan
0247,Cloture des comptes des écarts de conversion - passif (éléments circulants),Comptes spéciaux,Cloture du bilan
025,Cloture des comptes de trésorerie,Comptes spéciaux,Cloture du bilan
0251,Cloture des comptes de trésorerie - actif,Comptes spéciaux,Cloture du bilan
02511,Cloture des comptes de chèques et valeurs à encaisser,Comptes spéciaux,Cloture du bilan
02514,"Cloture des comptes de banques, TG et CP (soldes débiteurs)",Comptes spéciaux,Cloture du bilan
02516,"Cloture des comptes de caisses, régies d'avances et accréditifs",Comptes spéciaux,Cloture du bilan
0255,Cloture des comptes de trésorerie - passif,Comptes spéciaux,Cloture du bilan
02552,Cloture des crédits d'escompte,Comptes spéciaux,Cloture du bilan
02553,Cloture des comptes de crédits de trésorerie,Comptes spéciaux,Cloture du bilan
0259,Cloture des comptes de provisions pour dépréciation des comptes de trésorerie,Comptes spéciaux,Cloture du bilan
03,Comptes d'ordre,Comptes spéciaux,Comptes d'ordre
031,Opération en instance de dénouément (débit),Comptes spéciaux,Comptes d'ordre
0311,Opération de débit en instance de dénouément,Comptes spéciaux,Comptes d'ordre
0319,Contrepartie des opérations en instance d'affectation,Comptes spéciaux,Comptes d'ordre
033,Opération en instance de dénouément (crédit),Comptes spéciaux,Comptes d'ordre
0331,Opération de crédit en instance de dénouément,Comptes spéciaux,Comptes d'ordre
0339,Contrepartie des opérations en instance de dénouément,Comptes spéciaux,Comptes d'ordre
035,Opération en devises entrées,Comptes spéciaux,Comptes d'ordre
0351,Contre - valeur devise - entrées,Comptes spéciaux,Comptes d'ordre
0359,Contrepartie - devises - entrées,Comptes spéciaux,Comptes d'ordre
036,Opération en devises - sortie,Comptes spéciaux,Comptes d'ordre
0361,Contre - valeur devise - sorties,Comptes spéciaux,Comptes d'ordre
0369,Contrepartie - devises - sorties,Comptes spéciaux,Comptes d'ordre
038,Autres doonées statistiques,Comptes spéciaux,Comptes d'ordre
0381,Opérations statistiques suivies,Comptes spéciaux,Comptes d'ordre
0389,Contrepartie des opérations statistiques suivies,Comptes spéciaux,Comptes d'ordre
04,Engagements donnés,Comptes spéciaux,Engagements donnés
041,"Avals, cautions et garanties donnés",Comptes spéciaux,Engagements donnés
0411,"Avals, cautions et garanties donnés",Comptes spéciaux,Engagements donnés
0419,Débiteurs pour avals et cautions donnés,Comptes spéciaux,Engagements donnés
043,Engagements en matière de pensions de retraite et obligations similaires,Comptes spéciaux,Engagements donnés
0431,Engagements en matière de pensions de retraite et obligations similaires,Comptes spéciaux,Engagements donnés
0439,Débiteurs pour engagements en matière de pensions de retraite et obligations similaires,Comptes spéciaux,Engagements donnés
045,Effets circulants sous l'endos de l'entreprise,Comptes spéciaux,Engagements donnés
0451,Effets circulants sous l'endos de l'entreprise,Comptes spéciaux,Engagements donnés
0459,Débiteurs pour effets circulants sous l'endos de l'entreprise,Comptes spéciaux,Engagements donnés
046,Engagements donnés pour pour prets consentis,Comptes spéciaux,Engagements donnés
0461,Prets consentis non encore versés,Comptes spéciaux,Engagements donnés
0469,Débiteurs pour prets consentis non encore versés,Comptes spéciaux,Engagements donnés
048,Autres engagements donnés,Comptes spéciaux,Engagements donnés
0481,Autres engagements donnés,Comptes spéciaux,Engagements donnés
0489,Débiteurs pour autres engagements donnés,Comptes spéciaux,Engagements donnés
05,Engagements reçus,Comptes spéciaux,Engagements reçus
051,"Avals, cautions et garanties reçus",Comptes spéciaux,Engagements reçus
0511,"Avals, cautions et garanties reçus",Comptes spéciaux,Engagements reçus
0519,"Créditeurs pour avals, cautions et garanties reçus",Comptes spéciaux,Engagements reçus
055,Biens détenus en garantie par l'entreprise,Comptes spéciaux,Engagements reçus
0551,Biens détenus en garantie par l'entreprise,Comptes spéciaux,Engagements reçus
0559,Créditeurs pour biens détenus en garantie par l'entreprise,Comptes spéciaux,Engagements reçus
056,Engagements reçus sur dettes de financement,Comptes spéciaux,Engagements reçus
0561,Emrunts non encore encaissés,Comptes spéciaux,Engagements reçus
0569,Créditeurs pour engagements non encore encaissés,Comptes spéciaux,Engagements reçus
057,Engagements reçus sur sur trésorerie,Comptes spéciaux,Engagements reçus
0571,Montant non utilisé des découverts autorisés,Comptes spéciaux,Engagements reçus
0572,Plafond d'escomptes non utilisé,Comptes spéciaux,Engagements reçus
0579,Créditeurs pour engagements reçus sur trésorerie,Comptes spéciaux,Engagements reçus
058,Autres engagements reçus,Comptes spéciaux,Engagements reçus
0581,Autres engagements reçus,Comptes spéciaux,Engagements reçus
0589,Créditeurs pour autres engagements reçus,Comptes spéciaux,Engagements reçus
06,Engagements sur opérations de crédit-bail,Comptes spéciaux,Engagements sur opérations de crédit-bail
061,Redevances de crédit-bail restant à courir,Comptes spéciaux,Engagements sur opérations de crédit-bail
0611,Redevances de crédit-bail restant à courir,Comptes spéciaux,Engagements sur opérations de crédit-bail
0619,Debiteurs pour redevances de crédit-bail restant à courir,Comptes spéciaux,Engagements sur opérations de crédit-bail
065,Engagements reçus pour utilisation en crédit-bail,Comptes spéciaux,Engagements sur opérations de crédit-bail
0651,Engagements reçus pour utilisation en crédit-bail,Comptes spéciaux,Engagements sur opérations de crédit-bail
0659,Créditeurs pour engagements reçus pour utilisation en crédit-bail,Comptes spéciaux,Engagements sur opérations de crédit-bail
08,Autres comptes spéciaux,Comptes spéciaux,Autres comptes spéciaux
081,Autres comptes spéciaux,Comptes spéciaux,Autres comptes spéciaux
0811,Autres comptes spéciaux,Comptes spéciaux,Autres comptes spéciaux
0819,Contrepartie des autres comptes spéciaux,Comptes spéciaux,Autres comptes spéciaux
